Year,block,BBS_route,Mayponds,logMayponds,ccsma1fi,ccsmb1,gfdla1fi,gfdlb1,hadcm3a1fi,hadcm3b1,pcma1fi,pcmb1,,logccsma1fi,logccsmb1,loggfdla1fi,loggfdlb1,loghadcm3a1fi,loghadcm3b1,logpcma1fi,logpcmb1,stopAMCO,birdAMCO,logstpAMCO,logbrdAMCO,stopSORA,birdSORA,logstpSORA,logbrdSORA,stopAMBI,birdAMBI,logstpAMBI,logbrdAMBI,stopBLTE,birdBLTE,logstpBLTE,logbrdBLTE,stopPBGR,birdPBGR,logstpPBGR,logbrdPBGR,stopNOPI,birdNOPI,logstpNOPI,logbrdNOPI
1979,6,5,4423,3.645716939,601,1411,1230,1230,1478,1388,1951,1866,1394.375,2.778874472,3.149527014,3.089905111,3.089905111,3.169674434,3.142389466,3.290257269,3.270911639,11,25,1.041392685,1.397940009,5,6,0.698970004,0.77815125,3,3,0.477121255,0.477121255,1,1,0,0,1,1,0,0,4,16,0.602059991,1.204119983
1980,6,5,3360,3.526339277,1249,1955,1626,1663,1338,1271,2263,2347,1714,3.096562438,3.291146762,3.211120541,3.220892249,3.126456113,3.104145551,3.354684554,3.37051309,4,8,0.602059991,0.903089987,5,5,0.698970004,0.698970004,5,6,0.698970004,0.77815125,1,1,0,0,7,8,0.84509804,0.903089987,5,26,0.698970004,1.414973348
1981,6,5,3005,3.477844476,866,608,1494,1506,1471,1338,1004,983,1158.75,2.937517892,2.783903579,3.174350597,3.177824972,3.167612673,3.126456113,3.001733713,2.992553518,2,2,0.301029996,0.301029996,5,5,0.698970004,0.698970004,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
1982,6,5,3899,3.590953235,1727,1196,1592,1636,1249,1683,1853,1858,1599.25,3.237292338,3.07773118,3.201943063,3.213783299,3.096562438,3.226084116,3.267875419,3.26904571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,6,5,3899,3.590953235,1808,1641,1789,1762,1464,1360,1119,1395,1542.25,3.257198426,3.215108581,3.252610341,3.246005904,3.165541077,3.133538908,3.048830087,3.144574208,4,14,0.602059991,1.146128036,4,6,0.602059991,0.77815125,5,5,0.698970004,0.698970004,3,5,0.477121255,0.698970004,5,7,0.698970004,0.84509804,4,15,0.602059991,1.176091259
1984,6,5,4036,3.605951158,2318,1421,568,570,1524,1537,1842,1972,1469,3.365113432,3.152594078,2.754348336,2.755874856,3.182984967,3.186673867,3.265289626,3.294906911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,6,5,4301,3.633569443,1389,1672,707,698,677,619,1724,1296,1097.75,3.142702246,3.223236273,2.849419414,2.843855423,2.830588669,2.791690649,3.236537261,3.112605002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,6,5,4645,3.666985718,973,688,1586,1608,1540,1490,993,651,1191.125,2.98811284,2.837588438,3.200303183,3.206286044,3.187520721,3.173186268,2.996949248,2.813580989,1,1,0,0,2,2,0.301029996,0.301029996,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
1987,6,5,5059,3.704064679,694,2178,1318,1340,1047,982,1845,2126,1441.25,2.84135947,3.338057875,3.11991541,3.127104798,3.019946682,2.992111488,3.26599637,3.32756326,2,4,0.301029996,0.602059991,3,3,0.477121255,0.477121255,2,2,0.301029996,0.301029996,4,26,0.602059991,1.414973348,4,4,0.602059991,0.602059991,1,1,0,0
1988,6,5,3213,3.506910726,2232,1654,1175,1180,1348,1301,1907,2445,1655.25,3.34869419,3.218535505,3.070037867,3.071882007,3.129689892,3.114277297,3.280350693,3.388278863,0,0,0,0,2,2,0.301029996,0.301029996,0,0,0,0,3,6,0.477121255,0.77815125,0,0,0,0,0,0,0,0
1989,6,5,3054,3.484869033,1330,961,959,973,914,807,556,1573,1009.125,3.123851641,2.982723388,2.981818607,2.98811284,2.960946196,2.906873535,2.745074792,3.196728723,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,0.477121255,0.698970004
1990,6,5,1990,3.298853076,2327,1358,1171,1130,847,952,1536,1395,1339.5,3.366796383,3.13289977,3.068556895,3.053078443,2.92788341,2.978636948,3.186391216,3.144574208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,6,5,1886,3.275541688,1061,2007,2310,2312,1743,840,1008,2041,1665.25,3.025715384,3.302547372,3.36361198,3.36398783,3.241297387,2.924279286,3.003460532,3.309843005,2,4,0.301029996,0.602059991,2,6,0.301029996,0.77815125,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0.301029996,0.477121255
1992,6,5,2201,3.342620043,753,1086,942,946,1426,1991,1062,982,1148.5,2.876794976,3.035829825,2.974050903,2.975891136,3.154119526,3.29907126,3.026124517,2.992111488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.301029996
1993,6,5,2329,3.367169489,1387,1183,1957,1963,630,1093,1382,957,1319,3.142076461,3.072984745,3.291590826,3.2929203,2.799340549,3.038620162,3.140508043,2.980911938,1,2,0,0.301029996,2,2,0.301029996,0.301029996,0,0,0,0,1,1,0,0,0,0,0,0,4,9,0.602059991,0.954242509
1994,6,5,4878,3.688241796,1691,2330,1896,1895,1557,644,569,2189,1596.375,3.228143608,3.367355921,3.277838333,3.277609214,3.192288613,2.808885867,2.755112266,3.340245762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,6,5,5152,3.711975854,475,1079,1516,1500,2412,2043,1380,1104,1438.625,2.67669361,3.033021445,3.180699201,3.176091259,3.382377303,3.310268367,3.139879086,3.042969073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,6,5,4974,3.696705781,1136,1443,2795,2793,568,1746,2279,1574,1791.75,3.055378331,3.159266331,3.446381812,3.446070936,2.754348336,3.242044239,3.357744325,3.197004728,5,20,0.698970004,1.301029996,1,1,0,0,0,0,0,0,1,9,0,0.954242509,1,1,0,0,3,6,0.477121255,0.77815125
1997,6,5,4660,3.668385917,1603,1620,1243,1258,1436,1932,1746,1291,1516.125,3.204933522,3.209515015,3.094471129,3.099680641,3.15715444,3.286007122,3.242044239,3.110926242,6,18,0.77815125,1.255272505,2,2,0.301029996,0.301029996,1,1,0,0,5,13,0.698970004,1.113943352,1,2,0,0.301029996,4,12,0.602059991,1.079181246
1998,6,5,4705,3.672559628,929,1451,1051,1106,1786,1787,1861,543,1314.25,2.968015714,3.161667412,3.021602716,3.043755127,3.251881455,3.252124553,3.269746373,2.73479983,4,20,0.602059991,1.301029996,1,2,0,0.301029996,2,2,0.301029996,0.301029996,0,0,0,0,8,10,0.903089987,1,3,8,0.477121255,0.903089987
1999,6,5,5152,3.711975854,1272,1652,1331,1282,763,1835,1084,1613,1354,3.104487111,3.218010043,3.124178055,3.107888025,2.882524538,3.263636069,3.035029282,3.207634367,3,6,0.477121255,0.77815125,5,5,0.698970004,0.698970004,5,5,0.698970004,0.698970004,1,2,0,0.301029996,19,20,1.278753601,1.301029996,6,11,0.77815125,1.041392685
2000,6,5,4465,3.649821463,251,286,2759,2779,1040,1269,913,2962,1532.375,2.399673721,2.456366033,3.4407517,3.443888547,3.017033339,3.103461622,2.960470778,3.471585054,6,14,0.77815125,1.146128036,2,2,0.301029996,0.301029996,1,1,0,0,1,20,0,1.301029996,7,8,0.84509804,0.903089987,2,4,0.301029996,0.602059991
2001,6,5,3914,3.592620821,2371,703,1877,1410,949,1063,1217,866,1307,3.374931554,2.846955325,3.273464273,3.149219113,2.977266212,3.026533265,3.085290578,2.937517892,1,8,0,0.903089987,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0.698970004,0.77815125,5,8,0.698970004,0.903089987
2002,6,5,2678,3.427810573,1752,1039,2048,539,680,928,1158,1090,1154.25,3.243534102,3.016615548,3.311329952,2.731588765,2.832508913,2.967547976,3.063708559,3.037426498,1,4,0,0.602059991,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.477121255,0.477121255,2,4,0.301029996,0.602059991
2003,6,5,2484,3.395151592,1089,1666,2714,1995,1465,591,1985,1641,1643.25,3.03702788,3.221674997,3.433609843,3.2999429,3.165837625,2.771587481,3.297760511,3.215108581,1,1,0,0,0,0,0,0,0,0,0,0,3,8,0.477121255,0.903089987,0,0,0,0,1,2,0,0.301029996
2004,6,5,2203,3.343014497,1913,871,1587,1143,980,1625,1750,1500,1421.125,3.28171497,2.940018155,3.200576927,3.05804623,2.991226076,3.210853365,3.243038049,3.176091259,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0.301029996,0.477121255,5,5,0.698970004,0.698970004,2,6,0.301029996,0.77815125
2005,6,5,1293,3.111598525,416,980,1431,892,1709,748,1226,448,981.25,2.619093331,2.991226076,3.155639634,2.950364854,3.232742063,2.873901598,3.08849047,2.651278014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.301029996,0.301029996,5,12,0.698970004,1.079181246
1967,7,12,4252,3.628593256,866,917,1093,1118,1753,1610,814,854,1128.125,2.937517892,2.962369336,3.038620162,3.048441804,3.243781916,3.206825876,2.910624405,2.931457871,17,83,1.230448921,1.919078092,4,4,0.602059991,0.602059991,6,8,0.77815125,0.903089987,15,43,1.176091259,1.633468456,11,16,1.041392685,1.204119983,5,18,0.698970004,1.255272505
1968,7,12,4423,3.645716939,1571,1158,1655,1659,1987,1956,1148,782,1489.5,3.196176185,3.063708559,3.218797998,3.219846386,3.298197867,3.29136885,3.059941888,2.893206753,16,298,1.204119983,2.474216264,9,9,0.954242509,0.954242509,2,3,0.301029996,0.477121255,17,63,1.230448921,1.799340549,11,14,1.041392685,1.146128036,4,25,0.602059991,1.397940009
1969,7,12,3899,3.590953235,1271,793,978,968,1860,1728,795,747,1142.5,3.104145551,2.899273187,2.990338855,2.985875357,3.269512944,3.237543738,2.900367129,2.873320602,14,58,1.146128036,1.763427994,7,7,0.84509804,0.84509804,1,1,0,0,17,48,1.230448921,1.681241237,8,9,0.903089987,0.954242509,1,7,0,0.84509804
1970,7,12,4749,3.67660217,311,397,2139,2110,624,571,739,803,961.75,2.492760389,2.598790507,3.330210785,3.324282455,2.79518459,2.756636108,2.868644438,2.904715545,7,12,0.84509804,1.079181246,4,4,0.602059991,0.602059991,1,2,0,0.301029996,10,25,1,1.397940009,8,10,0.903089987,1,2,3,0.301029996,0.477121255
1971,7,12,3899,3.590953235,1963,1003,931,935,544,479,1832,1833,1190,3.2929203,3.001300933,2.968949681,2.970811611,2.7355989,2.680335513,3.262925469,3.263162465,14,34,1.146128036,1.531478917,1,1,0,0,1,2,0,0.301029996,9,27,0.954242509,1.431363764,18,21,1.255272505,1.322219295,9,18,0.954242509,1.255272505
1972,7,12,4182,3.621384028,1404,1784,1747,1752,2196,2173,737,997,1598.75,3.147367108,3.25139485,3.242292905,3.243534102,3.341632336,3.337059726,2.867467488,2.998695158,17,44,1.230448921,1.643452676,5,6,0.698970004,0.77815125,4,4,0.602059991,0.602059991,8,13,0.903089987,1.113943352,11,12,1.041392685,1.079181246,4,9,0.602059991,0.954242509
1973,7,12,3060,3.485721426,2026,1236,1129,1101,530,512,1320,1330,1148,3.306639441,3.092018471,3.052693942,3.041787319,2.72427587,2.709269961,3.120573931,3.123851641,6,21,0.77815125,1.322219295,1,1,0,0,2,2,0.301029996,0.301029996,4,5,0.602059991,0.698970004,1,1,0,0,10,22,1,1.342422681
1974,7,12,4423,3.645716939,2275,1822,1515,1545,1722,1652,1873,1895,1787.375,3.356981401,3.260548373,3.180412633,3.188928484,3.236033147,3.218010043,3.272537777,3.277609214,10,23,1,1.361727836,5,5,0.698970004,0.698970004,2,2,0.301029996,0.301029996,8,15,0.903089987,1.176091259,9,9,0.954242509,0.954242509,6,17,0.77815125,1.230448921
1975,7,12,4974,3.696705781,2026,1035,1399,1376,1582,1452,1597,1577,1505.5,3.306639441,3.01494035,3.145817714,3.138618434,3.199206479,3.161966616,3.203304916,3.197831693,15,26,1.176091259,1.414973348,10,13,1,1.113943352,9,10,0.954242509,1,10,22,1,1.342422681,11,13,1.041392685,1.113943352,13,35,1.113943352,1.544068044
1976,7,12,4388,3.642266619,2307,1628,1142,1129,1979,1995,861,776,1477.125,3.363047595,3.211654401,3.057666104,3.052693942,3.296445794,3.2999429,2.935003151,2.889861721,13,33,1.113943352,1.51851394,4,6,0.602059991,0.77815125,6,8,0.77815125,0.903089987,1,2,0,0.301029996,3,5,0.477121255,0.698970004,5,14,0.698970004,1.146128036
1977,7,12,3342,3.524006446,552,846,1559,1541,1152,1098,610,452,976.25,2.741939078,2.927370363,3.192846115,3.187802639,3.061452479,3.04060234,2.785329835,2.655138435,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,0,0.301029996
1978,7,12,3778,3.577261954,1797,1250,1727,1719,2137,1991,1799,1817,1779.625,3.254548077,3.096910013,3.237292338,3.235275877,3.329804522,3.29907126,3.255031163,3.259354927,13,21,1.113943352,1.322219295,1,1,0,0,1,1,0,0,8,29,0.903089987,1.462397998,0,0,0,0,8,14,0.903089987,1.146128036
1979,7,12,5063,3.704407927,674,1405,1257,1259,1434,1308,1930,1813,1385,2.828659897,3.147676324,3.099335278,3.10002573,3.156549151,3.116607744,3.285557309,3.258397804,11,20,1.041392685,1.301029996,5,5,0.698970004,0.698970004,0,0,0,0,4,7,0.602059991,0.84509804,0,0,0,0,8,18,0.903089987,1.255272505
1980,7,12,3432,3.535547279,1507,2091,1653,1703,1162,1079,2303,2367,1733.125,3.178113252,3.320354033,3.218272854,3.231214648,3.065206128,3.033021445,3.362293938,3.374198258,10,88,1,1.944482672,10,16,1,1.204119983,7,8,0.84509804,0.903089987,14,45,1.146128036,1.653212514,12,23,1.079181246,1.361727836,10,38,1,1.579783597
1981,7,12,3230,3.509202522,950,778,1527,1582,2049,1950,1371,1160,1420.875,2.977723605,2.890979597,3.183839037,3.199206479,3.311541958,3.290034611,3.137037455,3.064457989,21,125,1.322219295,2.096910013,13,23,1.113943352,1.361727836,9,12,0.954242509,1.079181246,9,53,0.954242509,1.72427587,19,27,1.278753601,1.431363764,20,34,1.301029996,1.531478917
1982,7,12,3624,3.559188189,1712,1091,1458,1512,1732,1693,1932,1897,1628.375,3.23350376,3.037824751,3.163757524,3.179551791,3.238547888,3.228656958,3.286007122,3.278067331,12,47,1.079181246,1.672097858,5,8,0.698970004,0.903089987,8,8,0.903089987,0.903089987,14,114,1.146128036,2.056904851,10,12,1,1.079181246,17,42,1.230448921,1.62324929
1983,7,12,3839,3.584218112,1937,1877,1696,1664,1289,1220,1014,1288,1498.125,3.287129621,3.273464273,3.229425848,3.221153322,3.110252917,3.086359831,3.006037955,3.109915863,14,57,1.146128036,1.755874856,6,12,0.77815125,1.079181246,0,0,0,0,12,94,1.079181246,1.973127854,8,9,0.903089987,0.954242509,10,22,1,1.342422681
1984,7,12,3944,3.595936906,2302,1463,479,477,1631,1612,1757,1866,1448.375,3.362105319,3.165244326,2.680335513,2.678518379,3.212453961,3.207365037,3.244771761,3.270911639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,7,12,4182,3.621384028,1020,1758,786,807,568,539,1519,1259,1032,3.008600172,3.245018871,2.895422546,2.906873535,2.754348336,2.731588765,3.181557774,3.10002573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,7,12,4449,3.648262406,1140,560,1450,1467,1645,1621,547,783,1151.625,3.056904851,2.748188027,3.161368002,3.166430114,3.216165902,3.209783015,2.737987326,2.893761762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,7,12,4182,3.621384028,656,2193,1245,1271,1598,1623,1799,2054,1554.875,2.816903839,3.341038632,3.095169351,3.104145551,3.203576775,3.21031852,3.255031163,3.312600439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,7,12,1944,3.288696261,1997,1223,1236,1244,1455,1393,1921,2424,1611.625,3.300378065,3.087426457,3.092018471,3.09482038,3.162862993,3.143951116,3.283527365,3.384532615,9,27,0.954242509,1.431363764,2,2,0.301029996,0.301029996,0,0,0,0,2,3,0.301029996,0.477121255,1,6,0,0.77815125,0,0,0,0
1989,7,12,2017,3.304705898,984,1194,797,807,916,831,659,1581,971.125,2.992995098,3.077004327,2.901458321,2.906873535,2.961895474,2.919601024,2.818885415,3.19893187,8,18,0.903089987,1.255272505,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1990,7,12,1600,3.204119983,2046,1472,1108,1035,891,937,1589,1541,1327.375,3.310905629,3.16790781,3.04453976,3.01494035,2.949877704,2.971739591,3.201123897,3.187802639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,7,12,1600,3.204119983,924,1881,2245,2252,1663,826,997,1977,1595.625,2.965671971,3.274388796,3.351216345,3.352568386,3.220892249,2.916980047,2.998695158,3.296006669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,7,12,1779,3.250175948,734,984,987,994,1466,1876,1097,1072,1151.25,2.86569606,2.992995098,2.994317153,2.997386384,3.16613397,3.273232834,3.040206628,3.030194785,1,2,0,0.301029996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1993,7,12,2202,3.342817315,1227,1176,2014,2024,682,1647,1879,785,1429.25,3.088844563,3.070407322,3.304059466,3.306210508,2.833784375,3.216693599,3.27392678,2.894869657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,7,12,4660,3.668385917,1666,2365,1867,1854,1615,617,816,2254,1631.75,3.221674997,3.373831145,3.271144318,3.26810973,3.208172527,2.790285164,2.911690159,3.352953912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,7,12,5152,3.711975854,475,695,1382,1375,2441,2052,1554,1599,1446.625,2.67669361,2.841984805,3.140508043,3.138302698,3.387567779,3.312177356,3.191451014,3.203848464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,7,12,4974,3.696705781,1182,1451,2777,2758,625,1736,2551,1614,1836.75,3.072617477,3.161667412,3.44357588,3.440594262,2.795880017,3.239549721,3.406710459,3.20790353,27,138,1.431363764,2.139879086,13,14,1.113943352,1.146128036,3,3,0.477121255,0.477121255,5,13,0.698970004,1.113943352,18,26,1.255272505,1.414973348,6,9,0.77815125,0.954242509
1997,7,12,4576,3.660486016,1632,1889,1168,1164,1460,1843,1740,1280,1522,3.212720154,3.276231958,3.067442843,3.06595298,3.164352856,3.265525335,3.240549248,3.10720997,12,26,1.079181246,1.414973348,3,4,0.477121255,0.602059991,0,0,0,0,7,18,0.84509804,1.255272505,8,11,0.903089987,1.041392685,6,11,0.77815125,1.041392685
1998,7,12,4772,3.678700435,801,1288,1073,1138,1646,1865,1875,489,1271.875,2.903632516,3.109915863,3.030599722,3.056142262,3.216429831,3.270678836,3.273001272,2.689308859,10,28,1,1.447158031,2,3,0.301029996,0.477121255,0,0,0,0,6,13,0.77815125,1.113943352,12,14,1.079181246,1.146128036,2,9,0.301029996,0.954242509
1999,7,12,5152,3.711975854,1053,1831,957,948,735,1827,998,1906,1281.875,3.022428371,3.262688344,2.980911938,2.976808337,2.866287339,3.261738547,2.999130541,3.280122896,10,16,1,1.204119983,3,4,0.477121255,0.602059991,2,2,0.301029996,0.301029996,9,12,0.954242509,1.079181246,6,6,0.77815125,0.77815125,0,0,0,0
2000,7,12,4772,3.678700435,348,322,2746,2717,1298,1279,531,2938,1522.375,2.541579244,2.507855872,3.438700533,3.434089638,3.113274692,3.106870544,2.725094521,3.468051791,4,24,0.602059991,1.380211242,3,3,0.477121255,0.477121255,0,0,0,0,5,41,0.698970004,1.612783857,2,2,0.301029996,0.301029996,1,1,0,0
2001,7,12,4772,3.678700435,2406,957,1870,1372,719,898,1291,848,1295.125,3.381295623,2.980911938,3.271841607,3.137354111,2.85672889,2.953276337,3.110926242,2.928395852,8,11,0.903089987,1.041392685,1,2,0,0.301029996,1,1,0,0,6,27,0.77815125,1.431363764,5,6,0.698970004,0.77815125,4,13,0.602059991,1.113943352
2002,7,12,3762,3.575418791,1711,1069,2068,506,800,893,1736,1179,1245.25,3.23325001,3.028977705,3.315550534,2.704150517,2.903089987,2.950851459,3.239549721,3.071513805,5,7,0.698970004,0.84509804,3,6,0.477121255,0.77815125,0,0,0,0,5,20,0.698970004,1.301029996,1,1,0,0,2,4,0.301029996,0.602059991
2003,7,12,3267,3.514149134,970,1900,2603,2030,1496,607,2024,1621,1656.375,2.986771734,3.278753601,3.415474168,3.307496038,3.174931594,2.783188691,3.306210508,3.209783015,5,8,0.698970004,0.903089987,2,2,0.301029996,0.301029996,2,2,0.301029996,0.301029996,1,2,0,0.301029996,2,2,0.301029996,0.301029996,2,3,0.301029996,0.477121255
2004,7,12,3258,3.51295108,1850,1010,1580,1605,938,1478,1765,1776,1500.25,3.267171728,3.004321374,3.198657087,3.205475037,2.972202838,3.169674434,3.24674471,3.249442961,1,2,0,0.301029996,2,2,0.301029996,0.301029996,0,0,0,0,6,27,0.77815125,1.431363764,0,0,0,0,3,5,0.477121255,0.698970004
2005,7,12,3342,3.524006446,388,404,1109,905,1655,749,1916,315,930.125,2.588831726,2.606381365,3.044931546,2.956648579,3.218797998,2.874481818,3.282395505,2.498310554,1,2,0,0.301029996,2,2,0.301029996,0.301029996,1,1,0,0,1,9,0,0.954242509,0,0,0,0,1,12,0,1.079181246
1967,8,11,4423,3.645716939,889,695,1222,1240,1758,1673,870,838,1148.125,2.948901761,2.841984805,3.087071206,3.093421685,3.245018871,3.223495941,2.939519253,2.923244019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,8,11,4749,3.67660217,1806,1042,1820,1820,1956,1963,1209,854,1558.75,3.256717746,3.017867719,3.260071388,3.260071388,3.29136885,3.2929203,3.082426301,2.931457871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,8,11,3899,3.590953235,1119,813,979,959,1845,1767,836,839,1144.625,3.048830087,2.910090546,2.990782692,2.981818607,3.26599637,3.24723655,2.922206277,2.923761961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,8,11,4835,3.684396478,370,344,2256,2238,602,559,621,777,970.875,2.568201724,2.536558443,3.353339095,3.349860082,2.779596491,2.747411808,2.7930916,2.890421019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,8,11,4509,3.654080235,2055,1540,1003,1003,512,427,1781,1897,1277.25,3.312811826,3.187520721,3.001300933,3.001300933,2.709269961,2.630427875,3.250663919,3.278067331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,8,11,4749,3.67660217,1562,1914,1794,1796,2216,2188,924,935,1666.125,3.19368103,3.281941933,3.253822439,3.254306332,3.345569756,3.340047318,2.965671971,2.970811611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,8,11,3668,3.564429327,1912,1478,1069,1052,621,565,1408,1395,1187.5,3.281487888,3.169674434,3.028977705,3.02201574,2.7930916,2.752048448,3.148602655,3.144574208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,8,11,4639,3.666424373,2223,1675,1628,1630,1616,1547,2090,2094,1812.875,3.346939463,3.224014811,3.211654401,3.212187604,3.208441356,3.189490314,3.320146286,3.320976677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,8,11,4898,3.690018781,1931,1174,1518,1487,1523,1432,1709,1528,1537.75,3.285782274,3.069668097,3.181271772,3.172310969,3.182699903,3.155943018,3.232742063,3.184123354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,8,11,4567,3.659631012,2102,1669,1022,1015,1961,1953,828,867,1427.125,3.322632712,3.222456337,3.009450896,3.006466042,3.292477594,3.290702243,2.918030337,2.938019097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,8,11,3623,3.559068334,553,1041,1740,1694,1164,1142,516,431,1035.125,2.742725131,3.01745073,3.240549248,3.228913406,3.06595298,3.057666104,2.712649702,2.63447727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,8,11,4023,3.604550033,1417,1302,1580,1570,2124,2010,1818,1784,1700.625,3.15136985,3.114610984,3.198657087,3.195899652,3.327154512,3.303196057,3.259593879,3.25139485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,8,11,5063,3.704407927,712,1289,1273,1273,1429,1338,1918,1832,1383,2.852479994,3.110252917,3.104828404,3.104828404,3.155032229,3.126456113,3.282848603,3.262925469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,8,11,3742,3.573103783,989,1985,1593,1623,1285,1246,2298,2297,1664.5,2.995196292,3.297760511,3.202215776,3.21031852,3.108903128,3.095518042,3.361350024,3.361160995,12,30,1.079181246,1.477121255,4,5,0.602059991,0.698970004,8,9,0.903089987,0.954242509,0,0,0,0,2,3,0.301029996,0.477121255,5,13,0.698970004,1.113943352
1981,8,11,3596,3.555819683,640,917,1304,1376,1959,1879,1150,1082,1288.375,2.806179974,2.962369336,3.115277591,3.138618434,3.292034436,3.27392678,3.06069784,3.034227261,0,0,0,0,2,2,0.301029996,0.301029996,1,1,0,0,1,26,0,1.414973348,2,2,0.301029996,0.301029996,2,3,0.301029996,0.477121255
1982,8,11,3770,3.57634135,1885,1249,1637,1671,1737,1712,1990,1945,1728.25,3.275311355,3.096562438,3.214048679,3.22297645,3.239799818,3.23350376,3.298853076,3.288919606,7,11,0.84509804,1.041392685,17,19,1.230448921,1.278753601,10,10,1,1,2,7,0.301029996,0.84509804,6,7,0.77815125,0.84509804,15,28,1.176091259,1.447158031
