Year,block,BBS_route,Mayponds,logMayponds,ccsma1fi,ccsmb1,gfdla1fi,gfdlb1,hadcm3a1fi,hadcm3b1,pcma1fi,pcmb1,,logccsma1fi,logccsmb1,loggfdla1fi,loggfdlb1,loghadcm3a1fi,loghadcm3b1,logpcma1fi,logpcmb1,stopAMCO,birdAMCO,logstpAMCO,logbrdAMCO,stopSORA,birdSORA,logstpSORA,logbrdSORA,stopAMBI,birdAMBI,logstpAMBI,logbrdAMBI,stopBLTE,birdBLTE,logstpBLTE,logbrdBLTE,stopPBGR,birdPBGR,logstpPBGR,logbrdPBGR,stopNOPI,birdNOPI,logstpNOPI,logbrdNOPI
1989,9,42,1601,3.204391332,1163,1454,404,466,882,821,573,1470,904.125,3.065579715,3.162564407,2.606381365,2.668385917,2.945468585,2.914343157,2.758154622,3.167317335,1,1,0,0,0,0,0,0,2,2,0.301029996,0.301029996,1,1,0,0,2,2,0.301029996,0.301029996,4,13,0.602059991,1.113943352
1990,9,42,1600,3.204119983,2310,1429,1248,1203,845,974,1488,1805,1412.75,3.36361198,3.155032229,3.096214585,3.080265627,2.926856709,2.988558957,3.172602931,3.256477206,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.301029996,0.477121255
1991,9,42,1327,3.122870923,1213,2042,2676,2676,1671,789,772,2028,1733.375,3.083860801,3.310055738,3.427486109,3.427486109,3.22297645,2.897077003,2.8876173,3.307067951,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.477121255,0,0,0,0,1,3,0,0.477121255
1992,9,42,2483,3.39497672,1110,1021,1107,1114,1439,1913,1368,1492,1320.5,3.045322979,3.009025742,3.044147621,3.046885191,3.158060794,3.28171497,3.136086097,3.173768823,2,6,0.301029996,0.77815125,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0.301029996,0.301029996
1993,9,42,2192,3.34084055,1223,1173,2003,2013,621,882,1595,493,1250.375,3.087426457,3.069298012,3.301680949,3.303843775,2.7930916,2.945468585,3.202760687,2.692846919,3,5,0.477121255,0.698970004,3,4,0.477121255,0.602059991,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0.84509804,1.361727836
1994,9,42,4680,3.670245853,1762,2371,2233,2220,1615,640,948,2298,1760.875,3.246005904,3.374931554,3.348888723,3.346352974,3.208172527,2.806179974,2.976808337,3.361350024,10,20,1,1.301029996,10,12,1,1.079181246,1,1,0,0,2,5,0.301029996,0.698970004,0,0,0,0,9,32,0.954242509,1.505149978
1995,9,42,5152,3.711975854,402,1013,1461,1458,2408,2055,1339,1727,1482.875,2.604226053,3.005609445,3.164650216,3.163757524,3.381656483,3.312811826,3.126780577,3.237292338,21,155,1.322219295,2.190331698,16,21,1.204119983,1.322219295,9,12,0.954242509,1.079181246,3,12,0.477121255,1.079181246,10,12,1,1.079181246,11,33,1.041392685,1.51851394
1996,9,42,5063,3.704407927,1292,1334,2793,2789,629,1716,2290,1488,1791.375,3.111262514,3.12515583,3.446070936,3.445448514,2.798650645,3.234517284,3.359835482,3.172602931,15,45,1.176091259,1.653212514,7,8,0.84509804,0.903089987,12,14,1.079181246,1.146128036,4,10,0.602059991,1,15,18,1.176091259,1.255272505,11,27,1.041392685,1.431363764
1997,9,42,4660,3.668385917,1576,1854,1426,1432,1348,1987,1691,1311,1578.125,3.197556213,3.26810973,3.154119526,3.155943018,3.129689892,3.298197867,3.228143608,3.117602692,19,58,1.278753601,1.763427994,8,11,0.903089987,1.041392685,5,5,0.698970004,0.698970004,8,21,0.903089987,1.322219295,9,11,0.954242509,1.041392685,9,21,0.954242509,1.322219295
1998,9,42,4567,3.659631012,1010,1421,911,997,1599,1795,1861,587,1272.625,3.004321374,3.152594078,2.959518377,2.998695158,3.203848464,3.254064453,3.269746373,2.768638101,15,41,1.176091259,1.612783857,2,2,0.301029996,0.301029996,4,4,0.602059991,0.602059991,6,17,0.77815125,1.230448921,9,13,0.954242509,1.113943352,6,19,0.77815125,1.278753601
1999,9,42,5152,3.711975854,673,2068,1287,1255,725,1908,980,1267,1270.375,2.828015064,3.315550534,3.109578547,3.098643726,2.860338007,3.28057837,2.991226076,3.102776615,12,48,1.079181246,1.681241237,3,4,0.477121255,0.602059991,10,12,1,1.079181246,5,30,0.698970004,1.477121255,10,11,1,1.041392685,9,33,0.954242509,1.51851394
2000,9,42,4772,3.678700435,362,666,2864,2855,1042,1351,547,2562,1531.125,2.558708571,2.823474229,3.456973014,3.455606113,3.017867719,3.130655349,2.737987326,3.408579125,8,25,0.903089987,1.397940009,7,10,0.84509804,1,8,9,0.903089987,0.954242509,9,23,0.954242509,1.361727836,5,7,0.698970004,0.84509804,6,11,0.77815125,1.041392685
2001,9,42,4772,3.678700435,2782,689,2062,1252,995,842,1147,585,1294.25,3.444357126,2.838219222,3.314288661,3.097604329,2.997823081,2.925312091,3.059563418,2.767155866,9,12,0.954242509,1.079181246,5,9,0.698970004,0.954242509,5,5,0.698970004,0.698970004,5,12,0.698970004,1.079181246,9,9,0.954242509,0.954242509,3,5,0.477121255,0.698970004
2002,9,42,3141,3.497067936,1751,818,2143,573,648,959,914,1024,1103.75,3.243286146,2.912753304,3.331022171,2.758154622,2.811575006,2.981818607,2.960946196,3.010299957,9,26,0.954242509,1.414973348,0,0,0,0,5,5,0.698970004,0.698970004,15,57,1.176091259,1.755874856,3,3,0.477121255,0.477121255,2,4,0.301029996,0.602059991
2003,9,42,2733,3.436639632,757,2321,2726,2137,1559,633,1981,1802,1739.5,2.87909588,3.36567514,3.435525851,3.329804522,3.192846115,2.80140371,3.296884476,3.255754787,3,14,0.477121255,1.146128036,4,4,0.602059991,0.602059991,6,7,0.77815125,0.84509804,8,53,0.903089987,1.72427587,5,5,0.698970004,0.698970004,2,4,0.301029996,0.602059991
2004,9,42,2269,3.355834496,1897,1212,1647,1386,1057,1498,1641,1350,1461,3.278067331,3.08350262,3.216693599,3.14176323,3.024074987,3.175511813,3.215108581,3.130333768,4,15,0.602059991,1.176091259,4,5,0.602059991,0.698970004,13,17,1.113943352,1.230448921,5,32,0.698970004,1.505149978,6,6,0.77815125,0.77815125,2,4,0.301029996,0.602059991
2005,9,42,1601,3.204391332,920,859,1344,1071,1496,617,1455,1634,1174.5,2.963787827,2.933993164,3.128399269,3.029789471,3.174931594,2.790285164,3.162862993,3.213252052,1,1,0,0,0,0,0,0,3,3,0.477121255,0.477121255,3,4,0.477121255,0.602059991,2,2,0.301029996,0.301029996,6,8,0.77815125,0.903089987
1967,10,28,3262,3.513483957,211,885,1596,1606,1845,1815,696,718,1171.5,2.324282455,2.946943271,3.203032887,3.205745541,3.26599637,3.258876629,2.84260924,2.856124444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,10,28,4423,3.645716939,1756,1646,1859,1853,2074,2202,1420,1003,1726.625,3.244524512,3.216429831,3.26927939,3.267875419,3.316808752,3.342817315,3.152288344,3.001300933,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0.477121255,0.477121255,0,0,0,0,0,0,0,0
1969,10,28,3916,3.592842683,1218,706,884,858,1881,1834,1064,879,1165.5,3.085647288,2.848804701,2.946452265,2.933487288,3.274388796,3.263399331,3.026941628,2.943988875,3,4,0.477121255,0.602059991,0,0,0,0,5,5,0.698970004,0.698970004,5,14,0.698970004,1.146128036,4,5,0.602059991,0.698970004,0,0,0,0
1970,10,28,5151,3.71189155,1493,549,2412,2406,582,554,1062,849,1238.375,3.174059808,2.739572344,3.382377303,3.381295623,2.764922985,2.743509765,3.026124517,2.92890769,1,1,0,0,0,0,0,0,0,0,0,0,4,23,0.602059991,1.361727836,1,1,0,0,3,6,0.477121255,0.77815125
1971,10,28,4660,3.668385917,2010,1675,1214,1227,382,327,1808,1862,1313.125,3.303196057,3.224014811,3.084218687,3.088844563,2.582063363,2.514547753,3.257198426,3.269979677,8,10,0.903089987,1,5,5,0.698970004,0.698970004,4,4,0.602059991,0.602059991,3,6,0.477121255,0.77815125,6,6,0.77815125,0.77815125,3,5,0.477121255,0.698970004
1972,10,28,4965,3.695919253,1239,2146,1837,1834,2348,2337,1070,1043,1731.75,3.093071306,3.331629718,3.264109156,3.263399331,3.370698093,3.368658712,3.029383778,3.018284308,1,3,0,0.477121255,3,4,0.477121255,0.602059991,1,1,0,0,5,9,0.698970004,0.954242509,2,2,0.301029996,0.301029996,0,0,0,0
1973,10,28,4166,3.619719266,2038,1344,989,975,722,688,1513,1513,1222.75,3.30920418,3.128399269,2.995196292,2.989004616,2.858537198,2.837588438,3.179838928,3.179838928,1,7,0,0.84509804,2,2,0.301029996,0.301029996,1,1,0,0,2,4,0.301029996,0.602059991,1,1,0,0,0,0,0,0
1974,10,28,4641,3.666611568,2162,1570,2058,2049,1566,1497,2352,2399,1956.625,3.33485569,3.195899652,3.31344537,3.311541958,3.194791758,3.1752218,3.371437317,3.380030248,4,7,0.602059991,0.84509804,2,2,0.301029996,0.301029996,5,5,0.698970004,0.698970004,3,4,0.477121255,0.602059991,3,3,0.477121255,0.477121255,4,8,0.602059991,0.903089987
1975,10,28,5063,3.704407927,1747,1148,1682,1666,1464,1344,1636,1443,1516.25,3.242292905,3.059941888,3.225825991,3.221674997,3.165541077,3.128399269,3.213783299,3.159266331,1,1,0,0,6,6,0.77815125,0.77815125,5,7,0.698970004,0.84509804,5,17,0.698970004,1.230448921,1,1,0,0,4,22,0.602059991,1.342422681
1976,10,28,4619,3.664547962,2119,1552,753,740,2071,2025,921,904,1385.625,3.326130957,3.190891717,2.876794976,2.86923172,3.316180099,3.306425028,2.96425963,2.95616843,4,7,0.602059991,0.84509804,1,1,0,0,4,4,0.602059991,0.602059991,1,2,0,0.301029996,2,2,0.301029996,0.301029996,2,3,0.301029996,0.477121255
1977,10,28,4102,3.612995656,1698,1128,1995,1969,1266,1230,290,311,1235.875,3.229937686,3.0523091,3.2999429,3.294245716,3.102433706,3.089905111,2.462397998,2.492760389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.477121255
1978,10,28,4567,3.659631012,1630,1616,1325,1318,2098,1993,1805,1806,1698.875,3.212187604,3.208441356,3.122215878,3.11991541,3.321805484,3.299507299,3.256477206,3.256717746,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0.301029996,1,1,0,0,2,2,0.301029996,0.301029996
1979,10,28,5075,3.705436047,548,1518,1325,1326,1537,1457,2110,2113,1491.75,2.738780558,3.181271772,3.122215878,3.122543524,3.186673867,3.163459552,3.324282455,3.324899497,1,1,0,0,1,1,0,0,1,1,0,0,3,5,0.477121255,0.698970004,1,1,0,0,1,1,0,0
1980,10,28,3960,3.597695186,1552,1443,1259,1288,1542,1501,2320,2337,1655.25,3.190891717,3.159266331,3.10002573,3.109915863,3.188084374,3.176380692,3.365487985,3.368658712,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,28,3514,3.545801757,474,860,927,937,1895,1851,1208,1256,1176,2.675778342,2.934498451,2.967079734,2.971739591,3.277609214,3.267406419,3.082066934,3.098989639,0,0,0,0,2,2,0.301029996,0.301029996,3,4,0.477121255,0.602059991,3,6,0.477121255,0.77815125,0,0,0,0,1,1,0,0
1982,10,28,3770,3.57634135,2455,1009,1758,1757,1868,1861,2103,2171,1872.75,3.390051496,3.003891166,3.245018871,3.244771761,3.271376872,3.269746373,3.322839273,3.336659823,2,3,0.301029996,0.477121255,4,6,0.602059991,0.77815125,9,10,0.954242509,1,5,7,0.698970004,0.84509804,1,1,0,0,1,1,0,0
1983,10,28,3883,3.589167391,1928,2095,2292,2280,1143,1101,1530,983,1669,3.28510703,3.321184027,3.360214613,3.357934847,3.05804623,3.041787319,3.184691431,2.992553518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,10,28,4245,3.627877695,2129,1807,766,771,1707,1698,2025,2209,1639,3.328175661,3.256958153,2.88422877,2.887054378,3.232233521,3.229937686,3.306425028,3.344195716,3,7,0.477121255,0.84509804,1,2,0,0.301029996,2,2,0.301029996,0.301029996,4,9,0.602059991,0.954242509,2,2,0.301029996,0.301029996,1,1,0,0
1985,10,28,5063,3.704407927,1453,1452,583,591,1351,1271,1598,1331,1203.75,3.162265614,3.161966616,2.765668555,2.771587481,3.130655349,3.104145551,3.203576775,3.124178055,2,4,0.301029996,0.602059991,1,2,0,0.301029996,0,0,0,0,3,4,0.477121255,0.602059991,1,1,0,0,0,0,0,0
1986,10,28,4878,3.688241796,1292,561,2023,2001,1991,1975,212,1455,1438.75,3.111262514,2.748962861,3.305995883,3.301247089,3.29907126,3.2955671,2.326335861,3.162862993,0,0,0,0,1,1,0,0,1,1,0,0,2,6,0.301029996,0.77815125,1,1,0,0,2,3,0.301029996,0.477121255
1987,10,28,4567,3.659631012,1560,2332,1603,1609,1720,2118,1994,2265,1900.125,3.193124598,3.367728546,3.204933522,3.206556044,3.235528447,3.325925956,3.299725154,3.355068206,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
1988,10,28,3406,3.532244644,2369,1337,1298,1202,1536,1480,2115,2107,1680.5,3.374565061,3.126131407,3.113274692,3.079904468,3.186391216,3.170261715,3.325310372,3.323664536,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.477121255,0.698970004,2,2,0.301029996,0.301029996,0,0,0,0
1989,10,28,3395,3.530839779,1328,1436,917,939,797,759,788,1888,1106.5,3.123198075,3.15715444,2.962369336,2.972665592,2.901458321,2.880241776,2.896526217,3.27600199,1,1,0,0,1,2,0,0.301029996,4,4,0.602059991,0.602059991,5,7,0.698970004,0.84509804,1,1,0,0,1,1,0,0
1990,10,28,3623,3.559068334,2299,1161,1632,1610,845,1018,1784,1973,1540.25,3.361538971,3.06483222,3.212720154,3.206825876,2.926856709,3.007747778,3.25139485,3.295127085,1,1,0,0,1,1,0,0,0,0,0,0,2,3,0.301029996,0.477121255,0,0,0,0,0,0,0,0
1991,10,28,3105,3.492061605,1690,2187,2767,2774,1746,761,1459,2203,1948.375,3.227886705,3.339848783,3.442009159,3.443106457,3.242044239,2.881384657,3.164055292,3.343014497,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0.301029996
1992,10,28,2483,3.39497672,1150,1051,1114,1108,1408,1949,1635,1472,1360.875,3.06069784,3.021602716,3.046885191,3.04453976,3.148602655,3.289811839,3.213517757,3.16790781,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1993,10,28,2162,3.33485569,1084,1214,2035,2037,544,1144,1937,693,1336,3.035029282,3.084218687,3.308564414,3.308991029,2.7355989,3.058426024,3.287129621,2.840733235,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994,10,28,3342,3.524006446,1940,2429,2329,2326,1651,841,1108,2276,1862.5,3.28780173,3.385427515,3.367169489,3.36660971,3.217747073,2.924795996,3.04453976,3.357172258,1,1,0,0,3,5,0.477121255,0.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,10,28,4958,3.695306522,413,1402,1502,1497,2408,2123,1731,1770,1605.75,2.615950052,3.146748014,3.176669933,3.1752218,3.381656483,3.326949994,3.238297068,3.247973266,2,2,0.301029996,0.301029996,6,12,0.77815125,1.079181246,3,3,0.477121255,0.477121255,10,32,1,1.505149978,1,1,0,0,3,42,0.477121255,1.62324929
1996,10,28,4974,3.696705781,1907,1754,2814,2792,669,1789,2861,1569,2019.375,3.280350693,3.244029589,3.449324093,3.445915414,2.825426118,3.252610341,3.456517858,3.195622944,4,5,0.602059991,0.698970004,3,5,0.477121255,0.698970004,5,6,0.698970004,0.77815125,6,10,0.77815125,1,4,5,0.602059991,0.698970004,1,2,0,0.301029996
1997,10,28,4772,3.678700435,1772,1848,1530,1538,1442,2047,1844,1733,1719.25,3.248463718,3.266701967,3.184691431,3.186956335,3.15896526,3.311117843,3.265760917,3.238798563,3,4,0.477121255,0.602059991,1,1,0,0,5,6,0.698970004,0.77815125,0,0,0,0,4,5,0.602059991,0.698970004,2,5,0.301029996,0.698970004
1998,10,28,4772,3.678700435,966,1790,870,933,1630,1802,2172,623,1348.25,2.984977126,3.252853031,2.939519253,2.969881644,3.212187604,3.255754787,3.336859821,2.794488047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,10,28,5152,3.711975854,776,1814,1560,1547,675,1923,1022,2041,1419.75,2.889861721,3.258637283,3.193124598,3.189490314,2.829303773,3.283979284,3.009450896,3.309843005,7,15,0.84509804,1.176091259,12,15,1.079181246,1.176091259,3,4,0.477121255,0.602059991,10,23,1,1.361727836,4,4,0.602059991,0.602059991,2,2,0.301029996,0.301029996
2000,10,28,5063,3.704407927,372,862,2866,2885,1059,1388,710,2921,1632.875,2.57054294,2.935507266,3.457276186,3.460145817,3.02489596,3.142389466,2.851258349,3.465531557,5,10,0.698970004,1,4,5,0.602059991,0.698970004,1,1,0,0,8,14,0.903089987,1.146128036,2,2,0.301029996,0.301029996,0,0,0,0
2001,10,28,4567,3.659631012,2685,1148,2240,1278,1081,830,1161,818,1405.125,3.42894429,3.059941888,3.350248018,3.106530854,3.033825694,2.919078092,3.06483222,2.912753304,1,2,0,0.301029996,6,6,0.77815125,0.77815125,3,3,0.477121255,0.477121255,2,4,0.301029996,0.602059991,2,2,0.301029996,0.301029996,0,0,0,0
2002,10,28,3338,3.523486332,1865,1048,2178,685,829,979,1977,1095,1332,3.270678836,3.020361283,3.338057875,2.835690571,2.918554531,2.990782692,3.296006669,3.039414119,1,2,0,0.301029996,2,2,0.301029996,0.301029996,1,1,0,0,1,1,0,0,2,2,0.301029996,0.301029996,2,3,0.301029996,0.477121255
2003,10,28,2931,3.467015818,742,2311,2690,2276,1479,684,2310,2187,1834.875,2.870403905,3.363799945,3.42975228,3.357172258,3.169968174,2.835056102,3.36361198,3.339848783,1,1,0,0,2,2,0.301029996,0.301029996,1,1,0,0,2,3,0.301029996,0.477121255,2,2,0.301029996,0.301029996,1,1,0,0
2004,10,28,2778,3.443732241,2082,599,1684,2002,1067,1631,2063,1559,1585.875,3.318480725,2.777426822,3.226342087,3.301464073,3.028164419,3.212453961,3.314499228,3.192846115,2,3,0.301029996,0.477121255,3,4,0.477121255,0.602059991,4,4,0.602059991,0.602059991,3,23,0.477121255,1.361727836,5,5,0.698970004,0.698970004,1,1,0,0
2005,10,28,2666,3.425860145,757,558,1364,1353,1370,584,1325,712,1002.875,2.87909588,2.746634199,3.13481437,3.131297797,3.136720567,2.766412847,3.122215878,2.852479994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,11,64023,2281,3.358125285,1032,1585,1733,1734,1904,1863,634,601,1385.75,3.013679697,3.200029267,3.238798563,3.239049093,3.279666944,3.270212855,2.802089258,2.778874472,10,20,1,1.301029996,0,0,0,0,5,6,0.698970004,0.77815125,12,24,1.079181246,1.380211242,0,0,0,0,5,10,0.698970004,1
1968,11,64023,3721,3.57065967,1941,1611,1936,1926,2114,2142,1641,1288,1824.875,3.288025535,3.20709554,3.286905353,3.284656283,3.325104983,3.330819466,3.215108581,3.109915863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,11,64023,3289,3.517063873,904,696,848,842,1922,1868,1504,1125,1213.625,2.95616843,2.84260924,2.928395852,2.925312091,3.283753383,3.271376872,3.177247836,3.051152522,13,18,1.113943352,1.255272505,1,1,0,0,2,2,0.301029996,0.301029996,17,44,1.230448921,1.643452676,1,2,0,0.301029996,8,48,0.903089987,1.681241237
1970,11,64023,5151,3.71189155,1541,549,2414,2410,730,558,438,591,1153.875,3.187802639,2.739572344,3.382737266,3.382017043,2.86332286,2.746634199,2.641474111,2.771587481,24,52,1.380211242,1.716003344,0,0,0,0,17,18,1.230448921,1.255272505,15,38,1.176091259,1.579783597,17,19,1.230448921,1.278753601,6,27,0.77815125,1.431363764
1971,11,64023,4660,3.668385917,2114,1715,1198,1200,430,372,1687,1795,1313.875,3.325104983,3.234264124,3.078456818,3.079181246,2.633468456,2.57054294,3.227115083,3.254064453,24,88,1.380211242,1.944482672,0,0,0,0,7,8,0.84509804,0.903089987,5,14,0.698970004,1.146128036,5,7,0.698970004,0.84509804,8,22,0.903089987,1.342422681
1972,11,64023,5065,3.70457945,1104,2721,1866,1868,2302,2284,1312,1277,1841.75,3.042969073,3.434728542,3.270911639,3.271376872,3.362105319,3.3586961,3.117933835,3.106190897,17,51,1.230448921,1.707570176,0,0,0,0,6,6,0.77815125,0.77815125,8,19,0.903089987,1.278753601,13,16,1.113943352,1.204119983,1,2,0,0.301029996
1973,11,64023,4272,3.630631244,1921,1438,945,937,788,753,1577,1592,1243.875,3.283527365,3.157758886,2.975431809,2.971739591,2.896526217,2.876794976,3.197831693,3.201943063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,11,64023,4745,3.676236217,1903,1375,2165,2151,1502,1378,2369,2408,1906.375,3.279438788,3.138302698,3.335457901,3.33264041,3.176669933,3.139249218,3.374565061,3.381656483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,11,64023,5063,3.704407927,1602,1314,1640,1610,1464,1329,1629,1484,1509,3.204662512,3.118595365,3.214843848,3.206825876,3.165541077,3.123524981,3.211921084,3.171433901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,11,64023,4567,3.659631012,1754,1417,582,567,2055,2003,949,951,1284.75,3.244029589,3.15136985,2.764922985,2.753583059,3.312811826,3.301680949,2.977266212,2.978180517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,11,64023,3846,3.58500928,1925,1382,1832,1826,1342,1289,786,312,1336.75,3.284430734,3.140508043,3.262925469,3.261500773,3.127752516,3.110252917,2.895422546,2.494154594,3,216,0.477121255,2.334453751,0,0,0,0,2,2,0.301029996,0.301029996,1,8,0,0.903089987,1,2,0,0.301029996,5,57,0.698970004,1.755874856
1978,11,64023,4624,3.665017825,1292,1674,1038,1172,2022,1954,1816,1793,1595.125,3.111262514,3.223755454,3.016197354,3.068927612,3.305781151,3.290924559,3.259115844,3.25358029,19,34,1.278753601,1.531478917,2,2,0.301029996,0.301029996,10,12,1,1.079181246,16,78,1.204119983,1.892094603,1,2,0,0.301029996,13,39,1.113943352,1.591064607
1979,11,64023,4423,3.645716939,654,1646,1376,1374,1622,1588,2144,2120,1565.5,2.815577748,3.216429831,3.138618434,3.137986733,3.21005085,3.200850498,3.331224781,3.326335861,21,52,1.322219295,1.716003344,0,0,0,0,1,1,0,0,7,11,0.84509804,1.041392685,2,3,0.301029996,0.477121255,20,35,1.301029996,1.544068044
1980,11,64023,3730,3.571708832,1399,973,1286,1307,1558,1552,2240,2297,1576.5,3.145817714,2.98811284,3.109240969,3.116275588,3.192567453,3.190891717,3.350248018,3.361160995,4,9,0.602059991,0.954242509,0,0,0,0,0,0,0,0,4,7,0.602059991,0.84509804,0,0,0,0,1,2,0,0.301029996
1981,11,64023,3511,3.545430829,433,1071,813,820,1862,1816,1207,1234,1157,2.636487896,3.029789471,2.910090546,2.913813852,3.269979677,3.259115844,3.08170727,3.09131516,1,2,0,0.301029996,0,0,0,0,1,1,0,0,1,6,0,0.77815125,1,3,0,0.477121255,3,3,0.477121255,0.477121255
1982,11,64023,4183,3.621487865,2570,1042,1798,1791,1928,1927,2250,2193,1937.375,3.409933123,3.017867719,3.254789687,3.253095586,3.28510703,3.284881715,3.352182518,3.341038632,7,11,0.84509804,1.041392685,3,4,0.477121255,0.602059991,3,3,0.477121255,0.477121255,10,22,1,1.342422681,2,6,0.301029996,0.77815125,4,12,0.602059991,1.079181246
1983,11,64023,4216,3.624900602,1881,2292,2259,2248,1114,1083,1520,955,1669,3.274388796,3.360214613,3.353916231,3.351796307,3.046885191,3.034628457,3.181843588,2.980003372,2,4,0.301029996,0.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0.477121255,0.84509804
1984,11,64023,4183,3.621487865,2512,1900,868,906,1783,1776,2054,2498,1787.125,3.400019635,3.278753601,2.938519725,2.957128198,3.251151343,3.249442961,3.312600439,3.397592434,4,7,0.602059991,0.84509804,2,2,0.301029996,0.301029996,0,0,0,0,0,0,0,0,1,1,0,0,2,4,0.301029996,0.602059991
1985,11,64023,5063,3.704407927,1835,1627,530,527,1605,1582,1507,1507,1340,3.263636069,3.211387553,2.72427587,2.721810615,3.205475037,3.199206479,3.178113252,3.178113252,2,13,0.301029996,1.113943352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1986,11,64023,4878,3.688241796,1522,613,1963,1974,1984,1993,189,1724,1495.25,3.182414652,2.787460475,3.2929203,3.295347148,3.297541668,3.299507299,2.276461804,3.236537261,13,22,1.113943352,1.342422681,4,5,0.602059991,0.698970004,12,15,1.079181246,1.176091259,9,28,0.954242509,1.447158031,0,0,0,0,10,19,1,1.278753601
1987,11,64023,3577,3.55351894,1492,2322,2375,2378,2139,2166,1927,2265,2133,3.173768823,3.365862215,3.375663614,3.37621185,3.330210785,3.335658452,3.284881715,3.355068206,11,35,1.041392685,1.544068044,7,7,0.84509804,0.84509804,13,14,1.113943352,1.146128036,9,13,0.954242509,1.113943352,2,2,0.301029996,0.301029996,3,7,0.477121255,0.84509804
1988,11,64023,2013,3.303843775,2156,906,1660,1685,1559,1559,2163,2072,1720,3.333648757,2.957128198,3.220108088,3.226599905,3.192846115,3.192846115,3.335056519,3.316389751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,11,64023,2843,3.45377686,1576,1482,1110,1102,793,742,810,1942,1194.625,3.197556213,3.170848204,3.045322979,3.042181595,2.899273187,2.870403905,2.908485019,3.288249226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,11,64023,4036,3.605951158,2286,1098,1782,1755,921,1065,1764,2049,1590,3.359076226,3.04060234,3.2509077,3.244277121,2.96425963,3.027349608,3.246498581,3.311541958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,11,64023,3303,3.518908574,1800,2183,2815,2815,1818,1121,1483,2309,2043,3.255272505,3.339053736,3.449478399,3.449478399,3.259593879,3.049605613,3.171141151,3.363423933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,11,64023,3060,3.485721426,1423,1066,1138,1138,1399,1955,1306,1633,1382.25,3.1532049,3.027757205,3.056142262,3.056142262,3.145817714,3.291146762,3.115943177,3.212986185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
